"lapse","polholder_age","polholder_BMCevol","polholder_diffdriver","polholder_gender","polholder_job","policy_age","policy_caruse","policy_nbcontract","prem_final","prem_freqperyear","prem_last","prem_market","prem_pure","vehicl_age","vehicl_agepurchase","vehicl_garage","vehicl_powerkw","vehicl_region"
0,36,"stable","only partner","Male","normal",4,"private or freelance work",1,335.77,"1 per year",335.77,289.9,335.77,8,0,"unknown","75 kW","Reg7"
0,48,"down","only partner","Male","normal",0,"private or freelance work",1,165.23,"1 per year",168.6,217.79,147.52,13,7,"private garage","100 kW","Reg4"
0,42,"down","only partner","Male","medical",9,"unknown",1,724.16,"4 per year",738.94,419.69,623.76,18,11,"street","75 kW","Reg2"
0,44,"down","only partner","Male","normal",1,"private or freelance work",1,217.83,"4 per year",222.28,185.96,194.49,16,0,"private garage","75 kW","Reg11"
1,36,"down","only partner","Female","medical",2,"private or freelance work",1,219.58,"1 per year",224.06,230.67,201.66,9,8,"parking deck","75 kW","Reg5"
0,63,"stable","all drivers > 24","Male","medical",5,"private or freelance work",2,252.66,"1 per year",252.67,305.11,252.67,12,5,"private garage","100 kW","Reg4"
0,45,"stable","only partner","Male","medical",10,"private or freelance work",1,160.33,"1 per year",160.34,164.76,160.34,16,3,"carport","25-50 kW","Reg7"
1,47,"stable","same","Male","normal",1,"private or freelance work",1,217.25,"2 per year",217.26,218.51,217.26,17,8,"street","75 kW","Reg7"
0,43,"down","only partner","Female","medical",6,"unknown",1,392.66,"1 per year",400.68,294.86,353.86,6,0,"private garage","150 kW","Reg8"
0,36,"stable","only partner","Male","normal",2,"private or freelance work",1,204.84,"1 per year",204.85,256,204.85,11,8,"private garage","75 kW","Reg12"
0,42,"stable","same","Female","normal",2,"private or freelance work",4,275.97,"1 per year",275.99,251.98,275.99,17,13,"carport","75 kW","Reg3"
0,44,"stable","same","Male","normal",2,"private or freelance work",1,232.73,"4 per year",232.74,223.38,232.74,13,1,"private garage","75 kW","Reg10"
0,38,"up","only partner","Female","normal",0,"private or freelance work",1,879.36,"4 per year",545.81,1220.47,904.67,15,12,"street","75 kW","Reg7"
0,58,"up","only partner","Male","medical",1,"private or freelance work",2,385.83,"1 per year",280.6,440.42,400.61,15,10,"carport","25-50 kW","Reg9"
1,31,"down","same","Male","normal",0,"private or freelance work",1,480.57,"12 per year",501.46,533.86,417.89,10,9,"street","75 kW","Reg13"
1,30,"down","only partner","Male","normal",0,"private or freelance work",4,357.38,"4 per year",364.67,340.34,334.29,8,7,"private garage","100 kW","Reg3"
1,41,"down","only partner","Female","medical",1,"private or freelance work",1,590.06,"1 per year",602.1,584.59,511.21,12,11,"street","75 kW","Reg9"
0,31,"down","same","Male","normal",1,"private or freelance work",1,298.08,"2 per year",304.16,345.04,284.35,10,4,"underground garage","125-300 kW","Reg7"
0,46,"down","young drivers","Male","medical",7,"private or freelance work",2,206.07,"1 per year",210.28,230.99,180.24,8,0,"street","25-50 kW","Reg5"
0,46,"stable","only partner","Male","medical",8,"private or freelance work",2,249.11,"1 per year",249.13,290.73,249.13,7,4,"private garage","75 kW","Reg5"
0,46,"stable","only partner","Female","medical",1,"private or freelance work",2,265.24,"1 per year",265.25,313.58,265.25,15,11,"other","100 kW","Reg4"
0,34,"down","same","Male","normal",0,"private or freelance work",1,538.09,"4 per year",561.49,677.12,509.63,8,7,"underground garage","125-300 kW","Reg14"
0,49,"stable","only partner","Male","normal",1,"private or freelance work",1,211.15,"4 per year",211.16,225.96,211.16,16,11,"carport","75 kW","Reg3"
1,34,"stable","only partner","Female","medical",2,"private or freelance work",1,350.85,"1 per year",350.86,306.3,350.86,17,13,"other","75 kW","Reg12"
0,44,"up","only partner","Female","medical",1,"private or freelance work",1,235.38,"1 per year",183.08,334.76,235.39,12,5,"parking deck","125-300 kW","Reg8"
0,61,"down","same","Male","normal",0,"private or freelance work",3,403.96,"4 per year",412.2,416.71,399.96,7,1,"carport","100 kW","Reg9"
0,75,"down","all drivers > 24","Female","medical",11,"unknown",1,646.07,"1 per year",659.25,439.49,575.57,18,6,"private garage","75 kW","Reg8"
0,43,"stable","same","Female","medical",9,"private or freelance work",1,171.06,"1 per year",171.08,244.46,172.67,12,3,"street","75 kW","Reg5"
0,24,"down","same","Male","medical",0,"private or freelance work",1,860.46,"4 per year",999.52,772.31,782.24,16,16,"street","75 kW","Reg5"
0,45,"stable","only partner","Male","normal",6,"private or freelance work",1,168.5,"1 per year",168.51,171.05,168.51,17,5,"private garage","150 kW","Reg3"
0,35,"down","same","Female","normal",0,"private or freelance work",2,486.83,"1 per year",496.76,520.91,413.97,13,11,"private garage","25-50 kW","Reg4"
0,53,"stable","same","Male","medical",7,"unknown",1,277.5,"1 per year",277.51,177.69,251.56,18,11,"private garage","75 kW","Reg8"
0,51,"down","young drivers","Male","normal",2,"private or freelance work",1,369.07,"1 per year",376.6,258.62,322.8,17,4,"carport","25-50 kW","Reg8"
1,50,"down","young drivers","Female","medical",0,"private or freelance work",2,243.09,"1 per year",248.05,311.34,208.81,12,8,"private garage","125-300 kW","Reg12"
0,35,"down","young drivers","Male","normal",0,"private or freelance work",1,321.11,"4 per year",327.66,342.99,283.99,9,9,"street","75 kW","Reg14"
0,45,"down","only partner","Female","normal",0,"private or freelance work",1,429.25,"1 per year",438.01,510.34,390.02,14,7,"other","75 kW","Reg13"
0,42,"down","same","Female","medical",0,"private or freelance work",6,333.9,"1 per year",340.71,342.81,317.99,11,9,"private garage","25-50 kW","Reg14"
0,33,"up","same","Male","normal",0,"private or freelance work",1,1092.62,"4 per year",866.56,1116.77,1113.56,12,12,"private garage","75 kW","Reg8"
0,71,"stable","only partner","Female","normal",9,"private or freelance work",1,303.49,"2 per year",303.5,255.52,303.5,18,17,"private garage","75 kW","Reg8"
0,41,"down","commercial","Male","normal",3,"unknown",2,746.55,"1 per year",761.79,514.92,711,8,0,"unknown","75 kW","Reg4"
0,56,"down","same","Male","normal",0,"private or freelance work",1,686.57,"4 per year",797.53,713.3,642.17,18,18,"other","75 kW","Reg14"
0,37,"down","only partner","Male","medical",1,"private or freelance work",1,270.27,"1 per year",275.79,309.43,245.14,17,11,"street","75 kW","Reg8"
1,60,"up","all drivers > 24","Male","normal",1,"private or freelance work",1,2352.9,"4 per year",1265.94,2113.62,2139,17,14,"street","75 kW","Reg13"
0,41,"down","only partner","Female","medical",3,"private or freelance work",1,265.45,"4 per year",270.86,211.51,240.77,14,4,"unknown","100 kW","Reg3"
1,44,"stable","only partner","Male","medical",0,"private or freelance work",4,206.81,"2 per year",206.83,224.66,206.83,11,11,"private garage","25-50 kW","Reg6"
0,52,"stable","only partner","Male","medical",6,"unknown",4,509.21,"1 per year",509.23,398.05,438.96,14,8,"street","150 kW","Reg8"
0,32,"stable","same","Female","medical",2,"private or freelance work",1,201.04,"4 per year",201.05,180.38,193.88,12,6,"private garage","100 kW","Reg10"
0,45,"stable","only partner","Female","medical",9,"unknown",1,210.61,"1 per year",210.62,210.24,212.53,10,0,"private garage","25-50 kW","Reg8"
0,46,"stable","same","Female","medical",6,"unknown",1,201.83,"1 per year",201.84,190.03,189.38,14,7,"private garage","75 kW","Reg7"
0,61,"stable","only partner","Male","normal",10,"unknown",1,295.41,"2 per year",295.42,281.3,295.42,16,6,"street","75 kW","Reg2"
0,27,"down","only partner","Female","normal",2,"private or freelance work",1,653.3,"4 per year",666.64,453.74,622.2,18,16,"street","75 kW","Reg7"
0,35,"down","young drivers","Male","normal",0,"private or freelance work",1,432.08,"4 per year",440.9,513.56,377.91,11,6,"carport","75 kW","Reg1"
0,32,"down","same","Female","medical",0,"private or freelance work",1,188.74,"1 per year",192.59,247.7,179.74,13,6,"other","25-50 kW","Reg8"
0,47,"down","only partner","Male","medical",11,"unknown",1,267.38,"12 per year",272.84,180.12,238.72,12,0,"street","75 kW","Reg11"
0,44,"up","same","Female","normal",0,"private or freelance work",2,391.57,"4 per year",320.37,400.39,366.55,8,4,"other","75 kW","Reg12"
0,73,"down","same","Male","normal",0,"private or freelance work",1,444.53,"1 per year",453.6,420,381.5,11,0,"other","75 kW","Reg12"
0,35,"down","same","Male","medical",2,"private or freelance work",1,425.74,"4 per year",434.43,347.79,382.85,6,3,"other","25-50 kW","Reg4"
0,47,"up","all drivers > 24","Female","normal",2,"private or freelance work",1,523.66,"12 per year",333.24,391.2,523.65,13,10,"street","75 kW","Reg5"
0,55,"stable","young drivers","Female","medical",6,"unknown",1,236.3,"4 per year",236.31,142.14,236.31,15,8,"private garage","25-50 kW","Reg10"
0,37,"stable","same","Female","normal",7,"unknown",1,392.86,"12 per year",392.87,255,392.87,18,17,"street","25-50 kW","Reg4"
0,68,"stable","same","Male","normal",6,"unknown",1,396.07,"1 per year",396.09,274.57,385.39,17,0,"street","25-50 kW","Reg14"
0,26,"down","same","Female","normal",6,"private or freelance work",2,523.09,"1 per year",533.76,344.54,485.25,8,5,"street","25-50 kW","Reg2"
0,25,"down","same","Female","medical",0,"private or freelance work",1,509.68,"4 per year",531.84,600.41,443.2,10,7,"street","75 kW","Reg12"
0,33,"stable","only partner","Female","medical",1,"private or freelance work",1,146.99,"2 per year",146.99,168.58,146.99,10,2,"other","25-50 kW","Reg10"
0,50,"stable","only partner","Female","medical",9,"private or freelance work",1,298.95,"1 per year",298.96,228.11,298.96,11,0,"private garage","75 kW","Reg2"
0,76,"stable","all drivers > 24","Male","medical",9,"unknown",1,234.4,"12 per year",234.41,246.71,228,16,4,"street","75 kW","Reg10"
0,67,"stable","only partner","Male","medical",11,"unknown",1,307.98,"1 per year",305.22,255.74,307.98,18,6,"private garage","100 kW","Reg3"
0,48,"down","young drivers","Female","medical",0,"private or freelance work",2,1042.37,"4 per year",1210.84,1118.56,994.39,17,16,"other","75 kW","Reg4"
0,61,"up","only partner","Male","normal",8,"unknown",1,366.83,"2 per year",285.31,360.69,343.76,15,6,"private garage","75 kW","Reg5"
0,28,"stable","young drivers","Male","medical",0,"private or freelance work",1,246.68,"2 per year",246.69,437.11,251.32,11,3,"parking deck","75 kW","Reg4"
0,33,"stable","only partner","Male","medical",1,"private or freelance work",1,261.79,"4 per year",254.51,328.5,261.79,16,7,"street","75 kW","Reg4"
0,64,"stable","all drivers > 24","Male","normal",3,"private or freelance work",1,322.04,"4 per year",322.05,312.64,322.05,17,7,"unknown","150 kW","Reg8"
0,77,"down","same","Male","normal",11,"unknown",1,326.65,"1 per year",333.31,200.15,283.23,18,4,"street","75 kW","Reg10"
0,29,"stable","same","Female","normal",2,"private or freelance work",1,191.41,"4 per year",191.42,263.35,189.68,13,5,"private garage","75 kW","Reg11"
0,44,"down","only partner","Male","medical",4,"private or freelance work",1,585.51,"4 per year",597.46,483.4,538,18,14,"unknown","150 kW","Reg9"
0,32,"stable","same","Male","normal",0,"private or freelance work",1,937.44,"12 per year",937.45,1142.78,937.45,14,14,"private garage","75 kW","Reg10"
0,24,"stable","same","Male","normal",2,"private or freelance work",1,277.98,"1 per year",277.99,310.16,277.99,17,12,"parking deck","75 kW","Reg10"
1,32,"down","same","Male","normal",6,"unknown",1,340.55,"1 per year",347.5,211.04,303.34,6,0,"private garage","100 kW","Reg4"
1,55,"stable","only partner","Male","medical",11,"unknown",1,512.86,"4 per year",512.87,277.21,512.87,16,4,"private garage","150 kW","Reg13"
0,29,"down","same","Male","normal",1,"private or freelance work",1,399.61,"4 per year",407.76,331.66,428.93,6,2,"carport","75 kW","Reg3"
0,42,"stable","only partner","Male","normal",4,"private or freelance work",2,341.92,"4 per year",341.94,290.07,323.56,17,10,"unknown","75 kW","Reg6"
0,31,"stable","only partner","Male","normal",1,"private or freelance work",1,376.47,"1 per year",376.47,333.01,376.47,6,5,"carport","150 kW","Reg12"
0,44,"stable","same","Male","normal",0,"private or freelance work",1,453.2,"4 per year",453.21,280.68,494.08,16,16,"private garage","25-50 kW","Reg4"
0,41,"stable","same","Male","normal",6,"unknown",1,438.89,"12 per year",438.9,302,379.16,18,9,"private garage","25-50 kW","Reg13"
0,47,"stable","only partner","Male","medical",7,"unknown",1,209.15,"2 per year",209.16,161.96,222.78,9,2,"private garage","100 kW","Reg12"
0,42,"stable","only partner","Female","medical",8,"unknown",1,198.34,"2 per year",198.35,119.57,188.46,14,5,"private garage","25-50 kW","Reg12"
0,44,"stable","only partner","Male","medical",0,"private or freelance work",1,195,"1 per year",195.01,240.65,195.01,14,0,"other","75 kW","Reg2"
0,40,"stable","same","Male","normal",0,"private or freelance work",1,233.59,"2 per year",233.6,327.09,224.97,11,9,"street","125-300 kW","Reg6"
0,74,"stable","same","Male","normal",1,"private or freelance work",1,209.71,"2 per year",209.72,273.92,209.72,18,8,"private garage","100 kW","Reg6"
0,39,"stable","same","Female","medical",1,"private or freelance work",1,238.02,"1 per year",238.04,242.21,244.72,7,3,"street","75 kW","Reg12"
0,29,"down","same","Female","medical",0,"private or freelance work",1,236.66,"2 per year",241.49,274.93,227.1,12,9,"street","25-50 kW","Reg9"
0,39,"stable","same","Female","medical",9,"unknown",1,339.97,"1 per year",339.99,218.74,339.99,18,14,"private garage","25-50 kW","Reg3"
0,45,"stable","same","Male","normal",6,"unknown",3,509.06,"4 per year",509.08,355.05,490.48,17,8,"private garage","175 kW","Reg8"
1,40,"stable","young drivers","Female","medical",0,"private or freelance work",1,132.16,"1 per year",132.17,206.02,132.17,14,7,"private garage","25-50 kW","Reg14"
0,48,"stable","only partner","Male","normal",5,"unknown",1,222.67,"1 per year",222.69,196.34,222.69,18,10,"unknown","75 kW","Reg10"
0,38,"stable","only partner","Female","medical",1,"private or freelance work",1,234.99,"1 per year",235,258.2,246.16,15,5,"street","75 kW","Reg9"
0,67,"stable","same","Male","normal",0,"private or freelance work",2,92.91,"1 per year",92.92,85,80.68,1,0,"private garage","75 kW","Reg10"
0,25,"stable","same","Female","medical",0,"private or freelance work",1,717.66,"12 per year",717.68,807,717.68,12,12,"private garage","25-50 kW","Reg7"
1,45,"down","only partner","Female","medical",9,"unknown",1,227.54,"1 per year",232.19,202.66,200.81,15,4,"private garage","75 kW","Reg8"
0,37,"down","same","Male","normal",1,"private or freelance work",1,294.1,"2 per year",300.1,295.31,276.98,18,14,"street","100 kW","Reg14"
0,35,"down","only partner","Male","medical",1,"private or freelance work",1,624.2,"1 per year",636.94,400.83,515.83,6,5,"private garage","25-50 kW","Reg7"
0,48,"stable","same","Male","medical",9,"private or freelance work",2,260.1,"1 per year",260.1,227.93,260.1,6,4,"private garage","100 kW","Reg7"
0,54,"stable","young drivers","Male","medical",11,"private or freelance work",4,257.78,"1 per year",257.79,286.81,257.79,14,1,"street","25-50 kW","Reg5"
0,35,"stable","same","Female","normal",1,"private or freelance work",1,280.1,"1 per year",266.77,315.71,284.99,10,0,"street","75 kW","Reg9"
0,50,"stable","same","Male","medical",6,"unknown",1,466.42,"12 per year",466.44,505.23,457.89,17,7,"private garage","75 kW","Reg10"
0,26,"down","same","Female","normal",2,"private or freelance work",1,879.53,"12 per year",917.77,618.1,743.49,15,13,"other","75 kW","Reg8"
0,74,"stable","same","Male","normal",9,"unknown",1,404.21,"1 per year",404.23,330.06,411.67,17,7,"private garage","75 kW","Reg8"
0,36,"stable","same","Female","medical",0,"private or freelance work",1,272.03,"4 per year",272.04,268.95,282,13,9,"parking deck","25-50 kW","Reg14"
0,40,"stable","same","Male","normal",0,"private or freelance work",1,264.15,"4 per year",264.16,328.16,242.59,14,11,"private garage","150 kW","Reg14"
0,29,"down","same","Female","medical",9,"unknown",1,617.57,"1 per year",630.18,443.64,572.89,15,5,"street","75 kW","Reg5"
0,49,"stable","only partner","Male","medical",2,"private or freelance work",2,283.71,"1 per year",283.72,219.1,283.72,15,12,"street","25-50 kW","Reg3"
0,34,"down","same","Male","normal",0,"private or freelance work",1,785.97,"4 per year",913,820.96,728.29,17,16,"street","75 kW","Reg14"
1,29,"down","same","Male","normal",3,"private or freelance work",1,471.76,"2 per year",481.39,606.21,475.55,14,11,"underground garage","100 kW","Reg14"
1,41,"stable","same","Male","medical",6,"unknown",3,377.51,"2 per year",377.52,274.64,377.52,13,6,"street","25-50 kW","Reg4"
0,25,"down","young drivers","Male","normal",1,"private or freelance work",1,678.55,"4 per year",692.4,621.19,628.71,12,8,"parking deck","75 kW","Reg10"
0,29,"down","all drivers > 24","Female","normal",0,"private or freelance work",1,394.93,"4 per year",458.76,530.55,372.44,18,17,"other","25-50 kW","Reg1"
0,44,"stable","young drivers","Female","medical",0,"private or freelance work",1,372.56,"4 per year",372.57,340.49,345.69,17,16,"other","100 kW","Reg10"
1,39,"stable","same","Male","normal",0,"private or freelance work",2,273.88,"1 per year",273.89,393.33,273.89,18,8,"private garage","100 kW","Reg12"
0,58,"stable","only partner","Female","medical",6,"unknown",1,218.25,"1 per year",218.26,171.96,218.26,15,2,"street","75 kW","Reg5"
0,36,"stable","same","Male","normal",0,"private or freelance work",1,197.34,"4 per year",197.35,261.4,197.35,15,9,"private garage","100 kW","Reg4"
0,30,"down","same","Female","medical",4,"private or freelance work",2,371.42,"4 per year",379,275.45,336.89,18,10,"unknown","75 kW","Reg7"
1,60,"down","same","Male","normal",1,"private or freelance work",1,434.89,"4 per year",443.76,420.65,427.34,15,14,"street","25-50 kW","Reg9"
0,38,"stable","same","Female","medical",2,"private or freelance work",2,130.96,"1 per year",130.97,187.94,130.97,11,3,"private garage","100 kW","Reg7"
0,53,"down","only partner","Male","normal",1,"private or freelance work",1,613.71,"1 per year",626.24,590.28,584.49,11,8,"private garage","75 kW","Reg8"
0,70,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,188.94,"1 per year",188.95,259.45,171.94,18,12,"private garage","175 kW","Reg6"
0,33,"stable","same","Male","normal",2,"private or freelance work",2,328.06,"4 per year",328.07,330.97,318.88,18,18,"other","75 kW","Reg5"
1,38,"stable","only partner","Female","normal",1,"private or freelance work",1,139.64,"1 per year",139.64,153.16,139.64,9,3,"street","75 kW","Reg7"
1,35,"stable","all drivers > 24","Female","medical",1,"private or freelance work",1,218.44,"1 per year",218.45,199.44,218.45,8,3,"private garage","25-50 kW","Reg5"
0,40,"stable","same","Male","medical",7,"unknown",2,271.7,"1 per year",269.13,196.32,271.7,10,2,"private estate","75 kW","Reg10"
0,39,"stable","only partner","Male","normal",2,"private or freelance work",1,489.05,"1 per year",489.06,412.41,489.06,11,10,"street","75 kW","Reg7"
0,50,"stable","same","Male","normal",1,"private or freelance work",1,222.93,"1 per year",222.94,265.23,222.94,16,7,"underground garage","100 kW","Reg7"
1,23,"down","same","Male","medical",0,"private or freelance work",2,829.25,"2 per year",865.3,739.83,721.07,13,11,"street","25-50 kW","Reg5"
0,42,"stable","only partner","Male","medical",4,"private or freelance work",1,241.71,"1 per year",241.73,237,241.73,14,9,"parking deck","100 kW","Reg10"
0,28,"down","same","Male","medical",0,"private or freelance work",1,769.47,"4 per year",893.82,638.54,699.51,16,16,"parking deck","75 kW","Reg6"
0,26,"down","same","Female","normal",0,"private or freelance work",2,638.06,"12 per year",741.18,664.9,619.66,17,16,"street","25-50 kW","Reg4"
0,25,"down","same","Male","normal",0,"private or freelance work",2,651.5,"4 per year",679.82,545.66,566.53,11,10,"private garage","100 kW","Reg3"
0,57,"stable","same","Male","normal",6,"private or freelance work",1,335.76,"4 per year",335.77,357.8,388.01,12,11,"street","75 kW","Reg9"
0,37,"stable","only partner","Female","medical",8,"unknown",1,553.5,"4 per year",553.51,359.06,538.26,16,8,"street","75 kW","Reg9"
0,63,"stable","all drivers > 24","Male","normal",0,"private or freelance work",1,146.97,"1 per year",146.99,201.41,146.99,18,16,"private garage","125-300 kW","Reg4"
1,25,"down","same","Male","normal",0,"private or freelance work",1,368.14,"12 per year",375.65,379.75,321.99,13,8,"other","75 kW","Reg10"
0,37,"stable","same","Male","medical",8,"private or freelance work",1,220.78,"1 per year",220.79,256.05,233.6,9,1,"street","25-50 kW","Reg9"
0,33,"down","same","Female","medical",0,"private or freelance work",2,525.37,"4 per year",548.21,668.35,465.51,13,9,"street","75 kW","Reg6"
0,27,"stable","only partner","Female","normal",1,"private or freelance work",1,304.03,"12 per year",304.04,304.79,290.01,11,10,"parking deck","25-50 kW","Reg7"
1,32,"down","only partner","Male","medical",0,"private or freelance work",1,231.41,"1 per year",236.14,333.98,214.68,14,7,"private garage","75 kW","Reg13"
0,43,"up","same","Female","medical",1,"private or freelance work",1,613.6,"1 per year",460.2,712.22,613.6,11,9,"street","75 kW","Reg4"
1,33,"down","only partner","Male","normal",1,"private or freelance work",1,334.22,"2 per year",341.04,306.79,300.44,3,0,"private garage","75 kW","Reg4"
0,52,"stable","same","Male","normal",1,"private or freelance work",1,197.18,"1 per year",197.19,262.96,191.77,18,12,"private garage","100 kW","Reg8"
0,39,"down","only partner","Male","medical",0,"private or freelance work",1,188.45,"1 per year",192.3,245.89,173.08,11,5,"private garage","75 kW","Reg3"
0,37,"stable","only partner","Female","medical",9,"unknown",1,391.27,"2 per year",391.29,258.27,394.94,18,11,"private garage","100 kW","Reg5"
0,30,"down","same","Female","normal",1,"private or freelance work",1,650.9,"4 per year",679.2,578.7,566,7,5,"street","25-50 kW","Reg4"
0,42,"down","same","Female","normal",0,"private or freelance work",1,453.9,"4 per year",527.26,513.26,440.24,13,4,"underground garage","25-50 kW","Reg7"
0,66,"down","same","Male","normal",1,"private or freelance work",1,538.12,"1 per year",549.1,508.33,428.34,17,12,"private garage","100 kW","Reg4"
1,24,"down","same","Male","normal",0,"private or freelance work",1,416.03,"4 per year",424.52,462.36,363.88,15,10,"parking deck","75 kW","Reg7"
0,35,"stable","same","Male","normal",1,"private or freelance work",1,300.03,"1 per year",300.04,319.86,300.04,15,11,"other","125-300 kW","Reg4"
0,28,"down","young drivers","Male","normal",0,"private or freelance work",1,377.63,"4 per year",385.34,501.34,359.64,15,15,"private garage","100 kW","Reg3"
0,64,"stable","same","Male","normal",5,"private or freelance work",1,219.34,"1 per year",219.34,171.64,219.34,5,3,"street","25-50 kW","Reg4"
0,47,"stable","only partner","Female","medical",9,"unknown",1,357.81,"1 per year",357.83,261.36,357.83,18,9,"carport","75 kW","Reg5"
1,24,"down","same","Female","normal",2,"private or freelance work",1,607.37,"12 per year",619.76,396.88,521.27,10,5,"private garage","75 kW","Reg8"
0,55,"stable","same","Male","normal",8,"unknown",1,389.86,"4 per year",389.87,313.2,375.7,15,6,"street","125-300 kW","Reg7"
0,36,"stable","same","Male","normal",2,"private or freelance work",1,333.6,"2 per year",333.61,262.12,309.58,17,14,"other","75 kW","Reg7"
0,24,"down","all drivers > 24","Female","normal",0,"private or freelance work",1,756.61,"12 per year",878.89,840.96,687.83,13,12,"street","75 kW","Reg12"
0,42,"stable","same","Male","medical",1,"private or freelance work",1,177.98,"1 per year",177.99,160.93,166.92,14,0,"private garage","100 kW","Reg10"
0,36,"down","same","Male","normal",1,"private or freelance work",2,169.86,"1 per year",173.33,241.72,161.8,18,11,"private garage","100 kW","Reg6"
0,49,"stable","only partner","Male","normal",3,"private or freelance work",3,173,"1 per year",173,195.41,173,17,0,"unknown","75 kW","Reg7"
0,53,"down","only partner","Male","normal",2,"private or freelance work",1,408.04,"2 per year",416.36,376.84,392.5,13,4,"other","100 kW","Reg8"
0,29,"stable","only partner","Female","normal",2,"private or freelance work",1,295.28,"4 per year",295.29,342.57,333.59,8,6,"private garage","75 kW","Reg7"
0,38,"stable","same","Female","medical",6,"unknown",1,446.21,"2 per year",446.23,300.34,434.28,18,9,"private estate","100 kW","Reg8"
0,40,"down","only partner","Female","normal",3,"private or freelance work",1,307.61,"1 per year",313.89,217.05,285.36,16,7,"unknown","25-50 kW","Reg4"
0,36,"stable","same","Female","normal",0,"private or freelance work",1,157.35,"2 per year",157.36,225.49,164.83,11,4,"private garage","75 kW","Reg8"
1,51,"down","same","Male","normal",0,"private or freelance work",1,422.93,"4 per year",431.56,380.35,392.34,13,13,"other","75 kW","Reg5"
0,74,"stable","same","Male","normal",9,"unknown",1,234.85,"1 per year",234.86,260.49,230.51,16,7,"street","25-50 kW","Reg6"
0,40,"stable","only partner","Female","normal",0,"private or freelance work",2,263.41,"4 per year",263.43,257.4,268.43,13,12,"private garage","25-50 kW","Reg8"
0,48,"down","only partner","Male","normal",6,"private or freelance work",1,192.9,"4 per year",196.84,168.23,168.74,10,9,"street","25-50 kW","Reg4"
0,58,"up","only partner","Female","normal",0,"private or freelance work",1,373.65,"1 per year",237.78,396.67,373.64,13,8,"other","75 kW","Reg8"
0,81,"stable","same","Male","normal",8,"unknown",1,507.9,"1 per year",507.91,396.11,512.76,18,0,"private garage","125-300 kW","Reg5"
1,33,"down","same","Male","normal",1,"private or freelance work",1,520.46,"12 per year",543.09,489.9,452.57,9,8,"street","75 kW","Reg4"
0,38,"stable","same","Male","normal",7,"unknown",1,227.9,"1 per year",227.91,218.65,238.41,11,4,"private garage","100 kW","Reg7"
1,41,"stable","only partner","Male","medical",3,"private or freelance work",2,207.14,"1 per year",207.15,212.11,213.02,12,7,"private garage","125-300 kW","Reg4"
0,58,"stable","young drivers","Male","medical",7,"unknown",4,432.24,"4 per year",432.25,246.77,387.1,15,7,"street","75 kW","Reg2"
0,23,"down","same","Female","normal",0,"private or freelance work",1,560.19,"4 per year",571.62,439.26,533.51,18,16,"private garage","25-50 kW","Reg6"
0,46,"down","only partner","Female","medical",0,"private or freelance work",1,273.73,"1 per year",279.31,309.71,251.4,18,9,"street","75 kW","Reg4"
0,33,"down","only partner","Male","normal",0,"private or freelance work",2,302.91,"2 per year",316.08,357,263.4,4,0,"private garage","25-50 kW","Reg4"
0,37,"up","only partner","Female","normal",1,"private or freelance work",1,273.96,"1 per year",191.77,361.76,273.96,14,9,"private garage","100 kW","Reg1"
0,28,"down","same","Female","medical",1,"private or freelance work",2,532.15,"4 per year",555.29,483.66,462.74,14,12,"street","25-50 kW","Reg14"
0,47,"down","all drivers > 24","Female","normal",2,"private or freelance work",2,1060.48,"2 per year",1082.13,794.6,927.54,8,7,"private garage","150 kW","Reg4"
0,45,"stable","only partner","Male","normal",4,"private or freelance work",1,153.3,"1 per year",146.01,146.8,158.44,10,0,"unknown","75 kW","Reg3"
0,72,"stable","same","Male","normal",3,"private or freelance work",1,246.95,"1 per year",242.33,271.99,246.95,18,0,"unknown","75 kW","Reg8"
0,47,"stable","same","Female","medical",6,"unknown",1,443.21,"4 per year",443.22,280.99,423.33,14,0,"street","75 kW","Reg6"
1,30,"down","only partner","Male","normal",0,"private or freelance work",1,459.47,"4 per year",468.85,487.8,437.61,7,7,"private garage","100 kW","Reg4"
0,40,"stable","only partner","Male","medical",2,"private or freelance work",1,210.26,"1 per year",210.28,309.05,233.35,13,3,"street","175 kW","Reg9"
0,39,"stable","same","Male","normal",6,"private or freelance work",1,356.79,"4 per year",356.8,367.76,356.8,13,6,"private garage","125-300 kW","Reg8"
0,42,"stable","same","Female","medical",4,"private or freelance work",4,208.56,"2 per year",206.66,194.07,208.56,10,0,"private garage","75 kW","Reg10"
0,33,"down","young drivers","Male","normal",0,"private or freelance work",2,273.47,"4 per year",279.05,399.44,246.69,16,8,"parking deck","75 kW","Reg6"
0,45,"down","same","Male","normal",6,"unknown",1,364.61,"1 per year",372.05,228.25,328.39,14,1,"private garage","75 kW","Reg2"
0,56,"down","same","Female","normal",1,"private or freelance work",1,369.77,"4 per year",377.31,353.82,352.84,11,2,"parking deck","75 kW","Reg7"
0,40,"stable","only partner","Female","normal",9,"private or freelance work",1,224.34,"4 per year",224.35,280.71,224.35,18,7,"private garage","75 kW","Reg7"
0,29,"down","same","Male","normal",0,"private or freelance work",1,293.82,"4 per year",299.81,289.35,274.83,0,0,"private garage","75 kW","Reg8"
0,43,"down","same","Female","medical",0,"private or freelance work",1,485.25,"4 per year",563.68,485.81,441.14,8,8,"private garage","75 kW","Reg4"
